longdist;local;int_disc;billtype;pay;gender;marital;income;agecat;churn
21+;21-35;Нет;Бюджетный;CH;Мужской;Одинокий;14690,1;46-58;0
21+;21-35;Нет;Бюджетный;CC;Женский;Женат;76071,2;46-58;0
21+;21-35;Нет;Бюджетный;CH;Мужской;Одинокий;99398,1;46-58;0
21+;21-35;Нет;Бюджетный;CC;Женский;Женат;22718,6;46-58;0
21+;21-35;Нет;Бюджетный;CH;Мужской;Одинокий;82743;46-58;0
21+;21-35;Нет;Бюджетный;CC;Женский;Женат;16326,7;46-58;0
21+;21-35;Нет;Бюджетный;CH;Женский;Одинокий;51812,2;59-70;1
21+;21-35;Нет;Бюджетный;CH;Женский;Одинокий;49561;59-70;1
21+;21-35;Нет;Бюджетный;CH;Женский;Одинокий;92103,8;59-70;1
21+;21-35;Да;Бесплатный;CC;Женский;Женат;86608,5;71+;1
21+;21-35;Нет;Бесплатный;CC;Мужской;Женат;4335,86;71+;0
21+;21-35;Да;Бесплатный;CC;Женский;Женат;34317,6;71+;1
21+;21-35;Да;Бесплатный;CC;Женский;Женат;88874;71+;1
21+;21-35;Да;Бесплатный;CC;Женский;Женат;42504,3;71+;1
21+;21-35;Да;Бесплатный;CC;Женский;Женат;15434,3;71+;1
21+;21-35;Нет;Бесплатный;CC;Мужской;Женат;31841,7;71+;0
21+;21-35;Нет;Бесплатный;CC;Мужской;Женат;5108,57;71+;0
21+;21-35;Нет;Бесплатный;CC;Мужской;Женат;63712,1;71+;0
21+;21-35;Нет;Бесплатный;CC;Мужской;Женат;50290,7;71+;0
21+;21-35;Да;Бесплатный;CC;Женский;Женат;22767;71+;1
21+;21-35;Нет;Бесплатный;CC;Мужской;Женат;19546,6;71+;0
21+;21-35;Нет;Бюджетный;CC;Мужской;Женат;27677,8;31-45;0
21+;21-35;Нет;Бюджетный;CC;Мужской;Женат;21126,7;31-45;0
21+;21-35;Нет;Бюджетный;CC;Мужской;Женат;86770,4;31-45;0
21+;21-35;Нет;Бесплатный;CH;Женский;Одинокий;43046,4;31-45;1
21+;21-35;Нет;Бесплатный;CH;Женский;Одинокий;74392,1;31-45;1
21+;21-35;Нет;Бесплатный;CH;Женский;Одинокий;3578;31-45;1
21+;21-35;Да;Бюджетный;CH;Женский;Одинокий;25921,4;<31;1
21+;21-35;Да;Бюджетный;CH;Женский;Одинокий;14799,8;<31;1
21+;21-35;Да;Бюджетный;CH;Женский;Одинокий;30057,4;<31;1
21+;21-35;Нет;Бесплатный;Auto;Мужской;Одинокий;76137,8;31-45;0
21+;21-35;Нет;Бесплатный;Auto;Мужской;Одинокий;52366,4;31-45;0
21+;21-35;Нет;Бесплатный;Auto;Мужской;Одинокий;64009,7;31-45;0
21+;21-35;Нет;Бюджетный;CH;Женский;Одинокий;81000,9;71+;1
21+;21-35;Нет;Бюджетный;CH;Женский;Одинокий;41876,6;71+;1
21+;21-35;Нет;Бюджетный;CH;Женский;Одинокий;59592,6;71+;1
21+;21-35;Нет;Бюджетный;CC;Мужской;Женат;22781,6;31-45;0
21+;21-35;Нет;Бюджетный;CC;Мужской;Женат;99064;31-45;0
21+;21-35;Нет;Бюджетный;CC;Мужской;Женат;49127,2;31-45;0
21+;21-35;Да;Бюджетный;CC;Женский;Женат;96929,8;<31;0
21+;21-35;Да;Бюджетный;CC;Женский;Женат;72649,3;<31;0
21+;21-35;Да;Бесплатный;Auto;Мужской;Женат;74342,9;<31;0
21+;21-35;Да;Бесплатный;Auto;Мужской;Женат;6388,65;<31;0
21+;21-35;Да;Бесплатный;Auto;Мужской;Женат;11020,3;<31;0
21+;21-35;Да;Бюджетный;CC;Женский;Женат;55844,7;<31;0
21+;21-35;Да;Бесплатный;Auto;Женский;Одинокий;79763,6;31-45;0
21+;21-35;Да;Бесплатный;Auto;Женский;Одинокий;7737,94;31-45;0
21+;21-35;Да;Бесплатный;Auto;Женский;Одинокий;20965,3;31-45;0
21+;21-35;Нет;Бесплатный;CH;Мужской;Женат;69710,9;46-58;0
21+;21-35;Нет;Бюджетный;CC;Женский;Женат;27778,2;46-58;1
21+;21-35;Нет;Бесплатный;CH;Мужской;Женат;77021,7;46-58;0
21+;21-35;Нет;Бюджетный;CC;Женский;Женат;17703,5;46-58;0
21+;21-35;Нет;Бюджетный;CC;Женский;Женат;49176,2;46-58;1
21+;21-35;Нет;Бюджетный;CC;Женский;Женат;28504;46-58;0
21+;21-35;Нет;Бесплатный;CH;Мужской;Женат;89566,2;46-58;0
21+;21-35;Нет;Бюджетный;CC;Женский;Женат;52355,1;46-58;0
21+;21-35;Нет;Бюджетный;CC;Женский;Женат;88392;46-58;1
21+;21-35;Нет;Бесплатный;Auto;Женский;Женат;57933,1;59-70;1
21+;21-35;Нет;Бесплатный;Auto;Женский;Женат;3184,42;59-70;1
21+;21-35;Нет;Бесплатный;Auto;Женский;Женат;50290,7;59-70;1
21+;21-35;Нет;Бюджетный;CC;Мужской;Одинокий;53298,7;<31;0
21+;21-35;Да;Бюджетный;CH;Женский;Женат;50290,7;<31;0
21+;21-35;Да;Бюджетный;CH;Женский;Женат;35381,6;<31;0
21+;21-35;Да;Бюджетный;CH;Женский;Женат;63670,8;<31;0
21+;21-35;Нет;Бюджетный;CC;Мужской;Одинокий;53357,9;<31;0
21+;21-35;Нет;Бюджетный;CC;Мужской;Одинокий;92285,4;<31;0
21+;21-35;Нет;Бюджетный;CC;Женский;Женат;34148,6;46-58;1
21+;21-35;Да;Бюджетный;CH;Женский;Женат;65745,1;46-58;1
21+;21-35;Нет;Бесплатный;CC;Мужской;Женат;71668,2;46-58;0
21+;21-35;Нет;Бюджетный;CC;Женский;Женат;50622,9;46-58;1
21+;21-35;Нет;Бесплатный;CC;Мужской;Женат;65619,8;46-58;0
21+;21-35;Нет;Бесплатный;CC;Мужской;Женат;11416,7;46-58;0
21+;21-35;Да;Бюджетный;CH;Женский;Женат;56816,4;46-58;1
21+;21-35;Да;Бюджетный;CH;Женский;Женат;77293,3;46-58;1
21+;21-35;Нет;Бюджетный;CC;Женский;Женат;56562,9;46-58;1
21+;21-35;Нет;Бесплатный;Auto;Мужской;Женат;53989,3;59-70;1
21+;21-35;Нет;Бесплатный;Auto;Мужской;Женат;27498,1;59-70;1
21+;21-35;Нет;Бесплатный;Auto;Мужской;Женат;18569,2;59-70;0
21+;21-35;Нет;Бюджетный;CC;Мужской;Одинокий;80667,4;59-70;0
21+;21-35;Нет;Бюджетный;CC;Мужской;Одинокий;15080,4;59-70;0
21+;21-35;Нет;Бесплатный;Auto;Мужской;Женат;3793,73;59-70;1
21+;21-35;Нет;Бесплатный;Auto;Мужской;Женат;7543,29;59-70;0
21+;21-35;Нет;Бюджетный;CC;Мужской;Одинокий;26340,7;59-70;0
21+;21-35;Нет;Бесплатный;Auto;Мужской;Женат;23537,6;59-70;0
21+;21-35;Да;Бюджетный;CH;Женский;Женат;43151,7;71+;0
21+;21-35;Нет;Бесплатный;Auto;Мужской;Женат;14258,4;71+;0
21+;21-35;Да;Бюджетный;CH;Женский;Женат;73918,3;71+;0
21+;21-35;Да;Бюджетный;CH;Женский;Женат;32981,6;71+;0
21+;21-35;Нет;Бесплатный;Auto;Мужской;Женат;31650,2;71+;0
21+;21-35;Нет;Бюджетный;CH;Мужской;Женат;20818,5;71+;0
21+;21-35;Нет;Бесплатный;Auto;Мужской;Женат;82196,6;71+;0
21+;21-35;Нет;Бюджетный;CH;Мужской;Женат;65129;71+;0
21+;21-35;Нет;Бюджетный;CH;Мужской;Женат;37331,2;71+;0
21+;21-35;Нет;Бюджетный;CC;Мужской&*;_Женат;84269;31-45;0
21+;21-35;Нет;Бюджетный;CC;Мужской&*;_Женат;84269;31-45;0
21+;21-35;Нет;Бюджетный;CC;Мужской;Женат;11520,3;31-45;0
21+;21-35;Да;Бесплатный;CC;Мужской;Женат;90189,1;<31;0
21+;21-35;Да;Бесплатный;CC;Мужской;Женат;69005,6;<31;0
21+;21-35;Да;Бесплатный;CC;Мужской;Женат;37882,5;<31;0
21+;21-35;Нет;Бесплатный;CC;Женский;Одинокий;89449;31-45;0
21+;21-35;Нет;Бесплатный;CC;Женский;Одинокий;35976,5;31-45;0
21+;21-35;Нет;Бесплатный;CH;Мужской;Женат;7027,14;31-45;0
21+;21-35;Нет;Бесплатный;CH;Мужской;Женат;13899;31-45;0
21+;21-35;Да;Бесплатный;CC;Мужской;Женат;72401,8;31-45;1
21+;21-35;Да;Бесплатный;CC;Мужской;Женат;80693,1;31-45;1
21+;21-35;Нет;Бесплатный;CC;Женский;Одинокий;73240,3;31-45;0
21+;21-35;Нет;Бесплатный;CH;Мужской;Женат;58488,3;31-45;0
21+;21-35;Да;Бесплатный;CC;Мужской;Женат;96025,5;31-45;1
21+;21-35;Нет;Бесплатный;Auto;Женский;Женат;70239,8;46-58;0
21+;21-35;Да;Бесплатный;CH;Мужской;Одинокий;17964;46-58;0
21+;21-35;Нет;Бесплатный;Auto;Женский;Женат;21242,8;46-58;0
21+;21-35;Да;Бесплатный;CH;Мужской;Одинокий;44073,5;46-58;0
21+;21-35;Нет;Бесплатный;Auto;Женский;Женат;16785,9;46-58;0
21+;21-35;Нет;Бесплатный;Auto;Женский;Одинокий;21529,1;46-58;1
21+;21-35;Нет;Бесплатный;Auto;Женский;Одинокий;35940,6;46-58;1
21+;21-35;Нет;Бесплатный;Auto;Женский;Одинокий;40714,5;46-58;1
21+;21-35;Да;Бесплатный;CH;Мужской;Одинокий;16203,5;46-58;0
21+;21-35;Да;Бюджетный;CC;Мужской;Одинокий;42700,5;46-58;1
21+;21-35;Да;Бюджетный;CC;Мужской;Одинокий;75854,9;46-58;1
21+;21-35;Да;Бюджетный;CC;Мужской;Одинокий;4972,89;46-58;1
21+;21-35;Да;Бесплатный;CC;Мужской;Женат;32118,4;71+;0
21+;21-35;Да;Бесплатный;CC;Мужской;Женат;76137,8;71+;0
21+;21-35;Нет;Бюджетный;Auto;Мужской;Женат;64113,6;71+;0
21+;21-35;Нет;Бюджетный;Auto;Мужской;Женат;37832,6;71+;0
21+;21-35;Да;Бесплатный;CC;Мужской;Женат;23660,3;71+;0
21+;21-35;Нет;Бюджетный;Auto;Мужской;Женат;37877,6;71+;0
21+;21-35;Нет;Бесплатный;CC;Мужской;Одинокий;41153,9;31-45;0
21+;21-35;Нет;Бесплатный;CC;Мужской;Одинокий;62061,8;31-45;0
21+;21-35;Нет;Бюджетный;CC;Мужской;Одинокий;8118,75;31-45;0
21+;21-35;Нет;Бесплатный;CC;Мужской;Одинокий;21079,2;31-45;0
21+;21-35;Нет;Бюджетный;CC;Мужской;Одинокий;83890,7;31-45;0
21+;21-35;Да;Бюджетный;CC;Женский;Женат;58267,3;31-45;1
21+;21-35;Да;Бюджетный;CC;Женский;Женат;54844,2;31-45;1
21+;21-35;Да;Бюджетный;CC;Женский;Женат;16463;46-58;1
21+;21-35;Нет;Бюджетный;CC;Мужской;Одинокий;76142;46-58;0
2-8;21-35;Нет;Бюджетный;Auto;Мужской;Женат;52997,5;<31;0
2-8;21-35;Нет;Бюджетный;Auto;Мужской;Женат;34805,5;<31;0
2-8;21-35;Нет;Бюджетный;Auto;Мужской;Женат;7277,29;<31;0
2-8;21-35;Нет;Бюджетный;CC;Женский;Одинокий;63782,6;31-45;0
2-8;21-35;Нет;Бюджетный;CC;Женский;Одинокий;24457,6;31-45;0
2-8;21-35;Нет;Бюджетный;CC;Женский;Одинокий;4875,25;31-45;0
2-8;21-35;Нет;Бесплатный;CC;Женский;Одинокий;68767;46-58;1
2-8;21-35;Нет;Бесплатный;CC;Женский;Одинокий;79133;46-58;1
2-8;21-35;Нет;Бесплатный;CC;Женский;Одинокий;18307,4;46-58;1
2-8;21-35;Нет;Бесплатный;CH;Мужской;Одинокий;82314,1;59-70;0
2-8;21-35;Нет;Бесплатный;CH;Мужской;Одинокий;10689,4;59-70;0
2-8;21-35;Нет;Бесплатный;CH;Мужской;Одинокий;9229,55;59-70;0
2-8;21-35;Да;Бесплатный;CC;Мужской;Одинокий;53560,7;71+;0
2-8;21-35;Да;Бесплатный;CC;Мужской;Одинокий;33607;71+;0
2-8;21-35;Да;Бесплатный;CC;Мужской;Одинокий;24703,8;71+;0
2-8;21-35;Нет;Бюджетный;CC;Мужской;Одинокий;90672,6;<31;1
15-20;21-35;Нет;Бюджетный;CC;Мужской;Одинокий;94092,6;<31;1
15-20;21-35;Нет;Бюджетный;CC;Мужской;Одинокий;49554,8;<31;1
15-20;21-35;Нет;Бюджетный;CC;Мужской;Женат;99514,6;31-45;0
15-20;21-35;Нет;Бюджетный;CC;Мужской;Женат;42630;31-45;0
15-20;21-35;Нет;Бюджетный;CC;Мужской;Женат;38457,9;31-45;0
15-20;21-35;Нет;Бюджетный;CC;Женский;Женат;42630;31-45;0
15-20;21-35;Нет;Бюджетный;CC;Женский;Женат;33043,1;31-45;0
15-20;21-35;Нет;Бюджетный;CC;Женский;Женат;60015,1;31-45;0
15-20;21-35;Нет;Бюджетный;CC;Мужской;Одинокий;40519,3;46-58;0
15-20;21-35;Нет;Бюджетный;CH;Мужской;Женат;39782;46-58;0
15-20;21-35;Нет;Бюджетный;CC;Мужской;Одинокий;43563,4;46-58;0
15-20;21-35;Нет;Бюджетный;CH;Мужской;Женат;86021,7;46-58;0
15-20;21-35;Нет;Бюджетный;CC;Мужской;Одинокий;33671;46-58;0
15-20;21-35;Нет;Бюджетный;CH;Мужской;Женат;20315,4;46-58;0
15-20;21-35;Нет;Бюджетный;Auto;Мужской;Одинокий;31561,5;59-70;1
15-20;21-35;Нет;Бюджетный;Auto;Мужской;Одинокий;16616,3;59-70;1
15-20;21-35;Нет;Бюджетный;Auto;Мужской;Одинокий;42491,4;59-70;1
15-20;21-35;Нет;Бюджетный;Auto;Мужской;Женат;42818,5;71+;0
15-20;21-35;Нет;Бюджетный;Auto;Мужской;Женат;60034,9;71+;0
15-20;21-35;Нет;Бюджетный;Auto;Мужской;Женат;39782;71+;0
15-20;21-35;Нет;Бесплатный;CC;Женский;Одинокий;36740,7;31-45;1
15-20;21-35;Нет;Бесплатный;CC;Женский;Одинокий;72018,6;31-45;1
15-20;21-35;Нет;Бесплатный;CC;Женский;Одинокий;20965,3;46-58;1
15-20;21-35;Нет;Бюджетный;CC;Мужской;Одинокий;68828,4;<31;1
15-20;21-35;Нет;Бюджетный;CC;Мужской;Одинокий;64313;<31;1
15-20;21-35;Нет;Бюджетный;CC;Мужской;Одинокий;85048,1;<31;1
15-20;21-35;Нет;Бюджетный;Auto;Женский;Женат;7673,47;<31;1
15-20;21-35;Нет;Бюджетный;Auto;Женский;Женат;10107,7;<31;1
15-20;21-35;Нет;Бюджетный;Auto;Женский;Женат;67720,2;<31;1
15-20;21-35;Нет;Бесплатный;CC;Женский;Женат;67668,3;46-58;1
15-20;21-35;Нет;Бесплатный;CC;Женский&*;_Женат;87404,6;46-58;1
15-20;21-35;Нет;Бесплатный;CC;Женский;Женат;57877,5;46-58;1
15-20;21-35;Нет;Бюджетный;CH;Женский;Женат;19998,4;59-70;1
15-20;21-35;Нет;Бюджетный;CH;Женский;Женат;62903,3;59-70;1
15-20;21-35;Нет;Бюджетный;CH;Женский;Женат;23657,4;59-70;1
15-20;21-35;Нет;Бюджетный;CC;Мужской;Женат;58148,7;71+;0
15-20;21-35;Нет;Бюджетный;CC;Мужской;Женат;30094,6;71+;0
15-20;21-35;Нет;Бюджетный;CC;Мужской;Женат;49127,2;71+;0
15-20;21-35;Нет;Бюджетный;CC;Женский;Женат;19231,2;31-45;0
15-20;21-35;Нет;Бесплатный;CH;Мужской;Одинокий;23668,2;31-45;0
15-20;21-35;Нет;Бесплатный;CC;Мужской;Женат;37155;31-45;0
15-20;21-35;Нет;Бесплатный;CH;Мужской;Одинокий;61205,6;31-45;0
15-20;21-35;Нет;Бесплатный;CC;Мужской;Женат;59753,2;31-45;0
15-20;21-35;Нет;Бюджетный;CC;Женский;Женат;49745,3;31-45;0
15-20;21-35;Нет;Бюджетный;CC;Женский;Женат;65619,8;31-45;0
15-20;21-35;Нет;Бесплатный;CH;Мужской;Одинокий;99064;46-58;0
15-20;21-35;Нет;Бесплатный;CC;Мужской;Женат;95877,7;46-58;0
15-20;21-35;Нет;Бесплатный;CC;Женский;Одинокий;19231,2;46-58;1
15-20;21-35;Нет;Бесплатный;CC;Женский;Одинокий;84743,7;46-58;1
15-20;21-35;Нет;Бесплатный;CC;Женский;Одинокий;22925,1;46-58;1
9-14;21-35;Нет;Бюджетный;CC;Женский;Одинокий;23671,6;<31;0
9-14;21-35;Нет;Бесплатный;CC;Женский;Женат;96563,5;<31;0
9-14;21-35;Нет;Бесплатный;CC;Женский;Женат;40200,7;<31;0
9-14;21-35;Нет;Бесплатный;CC;Женский;Женат;23816,6;<31;0
9-14;21-35;Нет;Бюджетный;CC;Женский;Одинокий;93302,9;<31;0
9-14;21-35;Нет;Бюджетный;CC;Женский;Одинокий;89270,4;<31;0
9-14;21-35;Нет;Бюджетный;CH;Мужской;Женат;4755,27;31-45;0
9-14;21-35;Нет;Бюджетный;CH;Мужской;Женат;11895,7;31-45;0
9-14;21-35;Нет;Бесплатный;CC;Мужской;Одинокий;11607,6;31-45;0
9-14;21-35;Нет;Бюджетный;CH;Мужской;Женат;88146,4;31-45;0
9-14;21-35;Нет;Бесплатный;CC;Мужской;Одинокий;50290,7;31-45;0
9-14;21-35;Нет;Бесплатный;CC;Мужской;Одинокий;15688,5;31-45;0
9-14;21-35;Нет;Бесплатный;CC;Мужской;Одинокий;72092,3;31-45;0
9-14;21-35;Нет;Бесплатный;CC;Мужской;Одинокий;52200,7;31-45;0
9-14;21-35;Нет;Бесплатный;CC;Мужской;Одинокий;82051,9;31-45;0
9-14;21-35;Да;Бесплатный;Auto;Женский;Женат;18893,4;59-70;1
9-14;21-35;Нет;Бесплатный;CC;Мужской;Одинокий;50290,7;59-70;0
9-14;21-35;Да;Бесплатный;Auto;Женский;Женат;94329,6;59-70;1
9-14;21-35;Да;Бесплатный;Auto;Женский;Женат;4875,25;59-70;1
9-14;21-35;Нет;Бесплатный;CC;Мужской;Одинокий;19854,2;59-70;0
9-14;21-35;Нет;Бесплатный;CC;Мужской;Одинокий;22685,3;59-70;0
9-14;21-35;Нет;Бесплатный;CC;Женский;Женат;88474,7;71+;0
9-14;21-35;Нет;Бесплатный;CC;Женский;Женат;7657,96;71+;0
9-14;21-35;Нет;Бесплатный;CC;Женский;Женат;36740,7;71+;0
9-14;21-35;Нет;Бесплатный;CH;Женский;Одинокий;25200,8;31-45;1
9-14;21-35;Нет;Бесплатный;CC;Мужской;Женат;96821,1;31-45;0
9-14;21-35;Да;Бюджетный;CC;Мужской;Женат;7027,14;31-45;0
9-14;21-35;Нет;Бесплатный;CH;Женский;Одинокий;18442,8;31-45;1
9-14;21-35;Нет;Бесплатный;CC;Мужской;Женат;69473,4;31-45;0
9-14;21-35;Нет;Бесплатный;CH;Женский;Одинокий;86735,5;31-45;1
9-14;21-35;Да;Бесплатный;CH;Женский;Женат;90478,6;31-45;1
9-14;21-35;Да;Бесплатный;CH;Женский;Женат;28906,8;31-45;1
9-14;21-35;Да;Бюджетный;CC;Мужской;Женат;63985;31-45;0
9-14;21-35;Нет;Бесплатный;CC;Мужской;Женат;91106,4;46-58;0
9-14;21-35;Да;Бесплатный;CH;Женский;Женат;53619,2;46-58;1
9-14;21-35;Да;Бюджетный;CC;Мужской;Женат;69641,6;46-58;0
9-14;21-35;Да;Бюджетный;CC;Мужской;Женат;63314,6;<31;0
9-14;21-35;Да;Бюджетный;CC;Мужской;Женат;5978,89;<31;0
9-14;21-35;Да;Бюджетный;CC;Мужской;Женат;17021,6;<31;0
9-14;21-35;Нет;Бюджетный;CC;Мужской;Одинокий;3624,7;31-45;0
9-14;21-35;Нет;Бюджетный;CC;Мужской;Одинокий;69864;31-45;0
9-14;21-35;Нет;Бюджетный;CC;Мужской;Одинокий;3353,28;31-45;0
9-14;21-35;Нет;Бюджетный;Auto;Женский;Одинокий;56861,8;71+;1
9-14;21-35;Нет;Бюджетный;Auto;Женский;Одинокий;54622,3;71+;1
9-14;21-35;Нет;Бюджетный;Auto;Женский;Одинокий;96025,5;71+;1
21+;21-35;Да;Бесплатный;Auto;Женский;Одинокий;73874,1;31-45;0
21+;21-35;Нет;Бесплатный;CH;Мужской;Женат;95847,9;31-45;0
21+;21-35;Нет;Бесплатный;CH;Мужской;Женат;77246,3;31-45;0
21+;21-35;Нет;Бесплатный;CH;Мужской;Женат;349,09;31-45;0
21+;21-35;Да;Бесплатный;Auto;Женский;Одинокий;42031,8;31-45;0
21+;21-35;Да;Бесплатный;Auto;Женский;Одинокий;71861,9;46-58;0
<2;36-55;Нет;Бесплатный;CC;Мужской;Женат;7790,55;46-58;0
<2;36-55;Нет;Бесплатный;CC;Мужской;Женат;25826,4;46-58;0
<2;36-55;Нет;Бесплатный;CC;Мужской;Женат;87765,2;46-58;0
<2;36-55;Нет;Бесплатный;CC;Женский;Женат;62903,3;59-70;1
<2;36-55;Нет;Бесплатный;CC;Женский;Женат;42623,5;59-70;1
<2;36-55;Нет;Бесплатный;CC;Женский;Женат;65619,8;59-70;1
<2;36-55;Нет;Бесплатный;CC;Женский;Одинокий;75826,6;31-45;1
<2;36-55;Нет;Бесплатный;CC;Женский;Одинокий;25938,5;31-45;1
<2;36-55;Нет;Бесплатный;CC;Женский;Одинокий;11861,4;31-45;1
<2;36-55;Да;Бесплатный;CC;Мужской;Женат;88791,5;31-45;0
<2;36-55;Да;Бесплатный;CC;Мужской;Женат;50622,9;31-45;0
<2;36-55;Да;Бесплатный;CC;Мужской;Женат;58979,3;46-58;0
<2;36-55;Нет;Бюджетный;CC;Женский;Женат;56256,1;<31;1
<2;36-55;Нет;Бюджетный;CC;Женский;Женат;47639,1;<31;1
<2;36-55;Нет;Бюджетный;CC;Женский;Женат;58384,3;<31;1
<2;36-55;Да;Бюджетный;CC;Женский;Женат;68386,8;46-58;1
<2;36-55;Да;Бюджетный;CC;Женский;Женат;28273;46-58;1
<2;36-55;Да;Бюджетный;CC;Женский;Женат;47396,2;46-58;1
<2;36-55;Нет;Бесплатный;CC;Мужской;Одинокий;90189,1;71+;0
<2;36-55;Нет;Бесплатный;CC;Мужской;Одинокий;8073,11;71+;0
<2;36-55;Нет;Бесплатный;CC;Мужской;Одинокий;98399,9;71+;0
<2;36-55;Да;Бюджетный;CC;Мужской;Одинокий;66312,2;46-58;0
<2;36-55;Да;Бюджетный;CC;Мужской;Одинокий;41138,2;46-58;0
<2;36-55;Да;Бюджетный;CC;Мужской;Одинокий;89781,4;46-58;0
<2;36-55;Нет;Бюджетный;CC;Женский;Одинокий;21747,7;31-45;1
<2;36-55;Нет;Бюджетный;CC;Женский;Одинокий;60170,1;31-45;1
<2;36-55;Нет;Бюджетный;CC;Женский;Одинокий;74912,1;31-45;1
<2;36-55;Да;Бесплатный;CC;Мужской;Одинокий;2743,69;59-70;0
<2;36-55;Да;Бесплатный;CC;Мужской;Одинокий;1414,58;59-70;0
<2;36-55;Да;Бесплатный;CC;Мужской;Одинокий;4581,9;59-70;0
2-8;36-55;Да;Бюджетный;CC;Женский;Женат;19998,4;<31;0
2-8;36-55;Да;Бюджетный;CC;Женский;Женат;7790,55;<31;0
2-8;36-55;Да;Бюджетный;CC;Женский;Женат;90414,9;<31;0
2-8;36-55;Да;Бюджетный;CC;Мужской;Женат;75004,5;31-45;0
2-8;36-55;Да;Бюджетный;CC;Мужской;Женат;26349,1;31-45;0
2-8;36-55;Да;Бюджетный;CC;Мужской;Женат;3793,73;31-45;0
2-8;36-55;Да;Бесплатный;CH;Мужской;Женат;42795,9;59-70;0
2-8;36-55;Да;Бесплатный;CH;Мужской;Женат;62503,9;59-70;0
2-8;36-55;Да;Бесплатный;CC;Женский;Женат;23671,6;59-70;1
2-8;36-55;Да;Бесплатный;CH;Мужской;Женат;27362,6;59-70;0
2-8;36-55;Да;Бесплатный;CC;Женский;Женат;2630,4;59-70;1
2-8;36-55;Да;Бесплатный;CC;Женский;Женат;4988,14;59-70;1
2-8;36-55;Да;Бесплатный;CC;Женский;Женат;27842,1;31-45;1
2-8;36-55;Да;Бесплатный;CC;Женский;Женат;61453,1;31-45;1
2-8;36-55;Нет;Бюджетный;CC;Женский;Женат;8204,72;31-45;1
2-8;36-55;Да;Бюджетный;CH;Мужской;Одинокий;93302,9;31-45;0
2-8;36-55;Нет;Бюджетный;CC;Женский;Женат;23526,2;31-45;1
2-8;36-55;Да;Бюджетный;CH;Мужской;Одинокий;68467,1;31-45;0
2-8;36-55;Нет;Бюджетный;CC;Женский;Женат;57611,4;31-45;1
2-8;36-55;Да;Бюджетный;CH;Мужской;Одинокий;97318,6;31-45;0
2-8;36-55;Да;Бесплатный;CC;Женский;Женат;59753,2;31-45;1
2-8;36-55;Нет;Бюджетный;CC;Мужской;Женат;1259,01;31-45;0
2-8;36-55;Нет;Бюджетный;CC;Мужской;Женат;73210,8;31-45;0
2-8;36-55;Нет;Бюджетный;CC;Мужской;Женат;77293;31-45;0
2-8;36-55;Нет;Бесплатный;Auto;Женский;Женат;50290,7;46-58;1
2-8;36-55;Нет;Бесплатный;Auto;Женский;Женат;25754,9;46-58;1
2-8;36-55;Да;Бесплатный;CC;Мужской;Одинокий;25303,2;46-58;0
2-8;36-55;Нет;Бесплатный;Auto;Женский;Женат;21529,1;46-58;1
2-8;36-55;Да;Бесплатный;CC;Мужской;Одинокий;98860,1;46-58;0
2-8;36-55;Да;Бесплатный;CC;Мужской;Одинокий;13573,9;46-58;0
2-8;36-55;Нет;Бюджетный;CH;Женский;Женат;88943,9;59-70;1
2-8;36-55;Нет;Бюджетный;CH;Женский;Женат;67085,4;59-70;1
2-8;36-55;Нет;Бюджетный;CH;Женский;Женат;91649,1;59-70;1
2-8;36-55;Нет;Бюджетный;Auto;Женский;Женат;58807,5;59-70;0
2-8;36-55;Нет;Бюджетный;Auto;Женский;Женат;91106,4;59-70;0
2-8;36-55;Нет;Бюджетный;Auto;Женский;Женат;17047,2;59-70;0
2-8;36-55;Нет;Бюджетный;Auto;Женский;Одинокий;88023,2;71+;0
2-8;36-55;Нет;Бюджетный;Auto;Женский;Одинокий;76845,3;71+;0
2-8;36-55;Нет;Бюджетный;Auto;Женский;Одинокий;40081,2;71+;0
2-8;36-55;Да;Бюджетный;CC;Женский;Одинокий;37079,4;<31;1
2-8;36-55;Да;Бюджетный;CC;Женский;Одинокий;24935,2;<31;1
2-8;36-55;Да;Бюджетный;CC;Женский;Одинокий;58629,5;<31;1
2-8;36-55;Нет;Бюджетный;CH;Мужской;Женат;27469,5;31-45;0
2-8;36-55;Нет;Бюджетный;CH;Мужской;Женат;96188,2;31-45;0
2-8;36-55;Нет;Бюджетный;CH;Мужской;Женат;27778,2;31-45;0
2-8;36-55;Нет;Бесплатный;CC;Женский;Женат;17555,2;46-58;1
2-8;36-55;Нет;Бесплатный;CC;Женский;Женат;82335,5;46-58;1
2-8;36-55;Нет;Бесплатный;CC;Женский;Женат;44183,9;46-58;1
2-8;36-55;Нет;Бесплатный;Auto;Мужской;Женат;35976,5;59-70;0
2-8;36-55;Нет;Бесплатный;Auto;Мужской;Женат;91147,5;59-70;0
2-8;36-55;Нет;Бесплатный;Auto;Мужской;Женат;1433,72;59-70;0
2-8;36-55;Нет;Бюджетный;Auto;Женский;Одинокий;88663,4;71+;1
2-8;36-55;Нет;Бесплатный;CH;Женский;Женат;94451,7;71+;0
2-8;36-55;Нет;Бесплатный;CH;Женский;Женат;3793,73;71+;0
2-8;36-55;Нет;Бюджетный;Auto;Женский;Одинокий;50290,7;71+;1
2-8;36-55;Нет;Бесплатный;CH;Женский;Женат;28848,8;71+;0
