age;ed;employ;address;income;debtinc;creddebt
39;Среднее;10;4;65,6;18,99;2,77
27;Неполное среднее;9;1;23,3;44,62;1,06
24;Среднее специальное;0;5;28,2;1,23;0,08
28;Неполное среднее;6;0;18,9;5,71;0,24
52;Среднее;5;20;29,5;5,94;1,01
49;Среднее специальное;20;9;128,6;3,48;2,91
39;Среднее;10;3;44,2;2,49;0,38
28;Неполное среднее;10;5;33,1;8,57;1,37
33;Неполное среднее;5;9;21,6;11;1,7
35;Неполное среднее;14;7;35,8;3,6;0,6
40;Неполное среднее;15;21;42,7;8,05;0,91
47;Неполное среднее;3;18;23,3;7,45;0,43
32;Неполное среднее;3;12;25,8;2,27;0,04
29;Неполное среднее;11;0;20,3;5,47;0,17
43;Неполное среднее;21;11;77,2;3,31;0,95
27;Неполное среднее;4;4;33,9;6,97;1,4
28;Неполное среднее;4;1;25,4;3,77;0,36
29;Неполное среднее;4;3;23,9;13,63;1,41
24;Среднее;0;4;32,8;16,63;1,27
52;Неполное среднее;30;21;164;30,27;24,18
43;Среднее специальное;1;1;28,6;15,18;1,82
48;Неполное среднее;0;6;18,5;1,48;0,11
21;Неполное среднее;4;0;20,4;4,53;0,26
38;Среднее;15;9;57,4;5,01;1,09
24;Среднее;1;0;18,5;10,23;0,36
25;Неполное среднее;7;0;19,1;10,47;1,28
36;Незаконченное высшее;11;17;66,5;10,31;4,29
21;Неполное среднее;2;1;16,5;4,84;0,27
39;Неполное среднее;13;17;32,3;11,27;0,13
37;Среднее;18;14;33,9;2,05;0,14
36;Среднее;9;11;38,8;8,63;0,1
40;Среднее;0;9;26,1;5,98;0,33
51;Неполное среднее;5;7;24,9;12,82;0,41
51;Неполное среднее;14;16;50,2;13,04;3,97
27;Среднее;3;0;23,2;17,67;0,14
30;Неполное среднее;8;6;25,7;5,77;0,48
36;Незаконченное высшее;9;16;57,6;9,19;2,79
44;Среднее;2;16;57,7;7,17;1,3
28;Неполное среднее;3;4;36,6;6,64;0,47
31;Неполное среднее;5;3;22,5;12,51;0,32
39;Неполное среднее;3;12;27,5;10,49;0,71
48;Среднее специальное;6;25;30,9;6,11;0,78
49;Неполное среднее;0;10;26,8;3,81;0,23
35;Среднее;15;14;46,5;6,79;1,07
33;Неполное среднее;10;3;34,8;10,9;2,05
25;Неполное среднее;2;4;32,2;13,89;1,82
29;Неполное среднее;2;6;20,4;7,56;0,37
31;Неполное среднее;2;4;22,2;17,91;0,71
42;Неполное среднее;20;0;50,2;5,03;0,52
35;Неполное среднее;5;1;24,6;6,97;0,49
36;Среднее;7;6;15,6;6,69;0,1
44;Незаконченное высшее;6;8;57,6;8,2;0,52
25;Неполное среднее;5;1;20,8;16,64;0,59
40;Неполное среднее;2;13;22,3;20,11;2,69
33;Неполное среднее;5;13;22,8;19,73;0,36
26;Среднее;3;0;25,5;3,78;0,19
38;Среднее специальное;16;14;129,2;11,02;7,01
26;Среднее;7;1;38,4;9,51;1,03
47;Среднее;9;8;72,5;3,62;1,37
55;Неполное среднее;29;33;153,2;17,16;6,41
35;Неполное среднее;10;11;20;13,02;1,51
34;Неполное среднее;15;8;23,9;5,38;0,53
34;Неполное среднее;12;4;24,3;9,8;1,09
29;Неполное среднее;1;6;15,8;7,78;0,52
45;Неполное среднее;27;1;123,1;9,84;2,93
46;Среднее;11;27;72,1;9,29;3,85
50;Неполное среднее;28;2;164,2;6,46;0,76
50;Неполное среднее;8;30;53,5;8,42;0,67
31;Среднее;8;0;27;7,83;0,38
33;Неполное среднее;3;4;19,5;1,79;0,05
47;Среднее;12;26;24,3;8,42;0,41
33;Среднее;9;8;67,3;9,97;2,72
36;Среднее специальное;14;11;30,8;19,9;1,88
28;Неполное среднее;12;1;27,2;12,83;1,35
26;Среднее;6;6;27,5;5,24;0,63
27;Среднее;2;5;19,6;11,01;0,82
37;Неполное среднее;7;8;38,4;1,07;0,15
26;Неполное среднее;9;2;31,5;17,97;3,7
24;Среднее;1;2;22;6,08;0,49
45;Среднее;14;16;90,5;8,25;1,77
33;Неполное среднее;16;8;54,1;8,75;2,6
32;Среднее;5;2;40,9;4,19;0,68
39;Неполное среднее;21;20;60;8,32;0,76
29;Среднее специальное;2;0;16,5;17,95;1,56
45;Неполное среднее;20;9;91,7;5,43;2,7
34;Неполное среднее;14;12;60,2;6,94;2,53
42;Неполное среднее;21;1;66,1;5,65;1,02
32;Среднее специальное;5;11;67,5;5,85;2,07
35;Среднее;12;14;63,5;7,06;2,15
25;Неполное среднее;3;0;29,5;10,37;1,17
24;Неполное среднее;8;5;22,9;10,41;0,7
45;Среднее;14;0;50,3;14,82;1,33
39;Неполное среднее;16;20;42,2;15,12;2,3
28;Неполное среднее;5;0;35,9;17,82;1,64
37;Среднее;14;16;65,9;12,74;4,19
41;Незаконченное высшее;4;1;144,4;23,67;5,09
45;Среднее;16;11;48,7;15,65;0,79
33;Неполное среднее;14;12;87,5;21,23;9,51
29;Неполное среднее;10;9;20,7;6,1;0,22
30;Среднее специальное;8;0;79;6,28;0,94
29;Неполное среднее;10;10;26,2;8,04;0,25
35;Неполное среднее;16;6;37,1;9,81;1,46
32;Среднее специальное;9;5;19,6;7,59;0,16
29;Среднее;5;1;39,3;10,99;2,91
51;Среднее специальное;18;25;72,8;4,66;0,75
33;Среднее;13;7;57,1;14,23;3,08
37;Среднее специальное;9;7;53,1;7,78;0,83
21;Среднее специальное;0;2;22;11,32;0,91
37;Неполное среднее;5;5;38,7;5,47;0,64
53;Неполное среднее;24;5;89,4;14,46;2,81
39;Среднее;18;19;64,8;8,53;1,51
28;Неполное среднее;9;7;23,3;9,49;1
30;Неполное среднее;10;0;40,7;24,19;2,23
38;Неполное среднее;5;13;24,6;14,07;2,4
44;Неполное среднее;14;5;51,5;11,62;2,83
35;Среднее;6;12;35,2;6,9;0,82
37;Неполное среднее;0;3;17,5;13,55;1,08
49;Среднее;16;6;79,7;16,95;2,38
41;Среднее;1;13;26,8;22,61;0,3
50;Среднее специальное;0;5;151,2;16,1;9,06
49;Неполное среднее;33;30;239,6;12,28;16,01
39;Неполное среднее;21;14;95,5;7,26;4,28
27;Неполное среднее;9;7;28,4;3,16;0,3
24;Среднее специальное;0;5;29;12,22;1,75
27;Неполное среднее;8;5;30,8;0,61;0,08
32;Неполное среднее;12;7;29,9;10,21;2,05
47;Неполное среднее;7;16;26,7;11,13;1,41
42;Среднее;16;22;117,1;3,94;1,42
47;Неполное среднее;20;1;61,8;1,69;0,25
46;Неполное среднее;19;6;63;18,05;5,86
31;Среднее специальное;1;3;16,3;11,07;0,53
37;Среднее специальное;0;12;27;1,16;0,14
50;Неполное среднее;6;27;27,2;7;0,98
33;Высшее, ученая степень;7;13;32,2;3,46;0,14
33;Среднее специальное;12;7;69,7;11,97;4,22
28;Среднее;1;7;22,2;9,6;1,11
40;Незаконченное высшее;1;7;25,7;14,07;1,74
42;Неполное среднее;20;16;58,8;15,06;5,76
49;Среднее;25;27;153,3;4,58;2,47
46;Среднее специальное;10;1;48,9;7,52;2,4
33;Среднее;3;2;28,1;12,96;0,96
30;Неполное среднее;6;5;25,5;1,91;0,19
45;Неполное среднее;2;9;18,7;13,27;0,71
48;Неполное среднее;23;21;81,9;9,45;1,61
34;Среднее специальное;9;11;26,1;4,48;0,66
35;Незаконченное высшее;6;4;35,4;15,19;2,84
41;Неполное среднее;24;4;118;22,57;9,45
40;Неполное среднее;6;6;30,5;9,15;1,91
30;Среднее специальное;5;7;24,4;3,49;0,12
33;Среднее;5;9;40,5;1,73;0,2
25;Среднее специальное;2;3;35,2;12,95;1,7
36;Среднее;13;17;30,7;6,88;0,63
28;Неполное среднее;8;2;30,9;2,65;0,24
37;Неполное среднее;21;1;122,5;6,66;4,1
34;Среднее специальное;9;5;54,2;13,5;4,45
27;Среднее специальное;4;8;47,3;23,93;5,14
28;Неполное среднее;0;0;19,6;5,68;0,58
37;Среднее;12;5;44;2,06;0,38
31;Незаконченное высшее;5;3;47,4;14,99;4,13
38;Неполное среднее;19;7;52,4;6,67;2,42
40;Незаконченное высшее;3;21;60,5;7,4;2,04
46;Незаконченное высшее;21;13;92,5;9,01;3,5
36;Неполное среднее;11;5;36,1;3,31;0,6
40;Неполное среднее;12;10;33,9;5,24;1,08
38;Неполное среднее;19;11;78;20;2,7
36;Неполное среднее;7;8;38,3;6,93;0,36
37;Неполное среднее;3;13;27,4;5,48;0,45
47;Неполное среднее;28;19;145,3;20,83;15,5
45;Неполное среднее;6;23;22,9;4,49;0,57
52;Неполное среднее;26;32;234,1;7,66;2,96
39;Незаконченное высшее;7;20;68,9;6,16;1,14
30;Среднее специальное;8;1;18,6;12,83;0,38
27;Неполное среднее;8;4;19,6;3,21;0,32
33;Неполное среднее;4;14;24,5;10,26;1,03
27;Среднее специальное;2;2;28,2;10,13;1,11
30;Среднее специальное;5;9;32,6;35,03;2,07
45;Неполное среднее;1;22;28,4;5,4;0,3
26;Незаконченное высшее;1;4;41,6;4,41;0,99
34;Неполное среднее;3;7;27;3,79;0,17
20;Неполное среднее;1;1;18,3;7,49;0,73
26;Среднее;2;4;31,5;16;1,31
39;Среднее;6;0;63,5;8,51;1,27
32;Неполное среднее;0;7;17,2;9,47;0,15
22;Неполное среднее;5;2;26,4;17,76;1,25
33;Неполное среднее;17;0;28,1;16,7;1,66
35;Неполное среднее;18;7;51,2;13,22;0,24
23;Среднее;0;4;12,8;10,67;0,84
38;Среднее;16;0;133,9;7,85;2,22
33;Среднее;12;2;46,1;3,81;0,69
32;Неполное среднее;13;12;36,5;11,12;1,47
32;Среднее специальное;2;11;25,9;3,65;0,29
26;Среднее;4;6;23,9;8,98;0,52
42;Неполное среднее;15;10;44,3;7,63;1,06
35;Неполное среднее;10;4;38,1;20,44;2,27
32;Неполное среднее;15;5;68,9;20,01;8,27
38;Неполное среднее;0;15;18,8;11,9;0,82
26;Среднее;3;1;20;25,11;1,55
34;Неполное среднее;8;5;28,6;4,5;0,62
29;Неполное среднее;0;0;18;8,22;0,61
32;Неполное среднее;0;3;26,1;13,65;0,9
25;Неполное среднее;4;5;26;9,98;0,56
36;Незаконченное высшее;5;5;90,1;12,43;2,73
47;Среднее специальное;19;26;89,8;1,39;0,22
22;Неполное среднее;1;2;14,1;7,33;0,14
33;Среднее специальное;0;9;28,8;10,74;1,86
44;Среднее;14;15;29,5;8,2;0,58
28;Среднее;2;4;25,3;3,51;0,2
25;Незаконченное высшее;0;2;37,5;5,36;1,19
40;Среднее;13;14;48,9;8,98;1,55
41;Незаконченное высшее;12;10;54,3;4,43;0,09
51;Среднее специальное;21;18;157,2;22,61;21,75
28;Незаконченное высшее;0;2;21,6;0,63;0,02
32;Среднее специальное;5;13;67,1;6,52;1,33
27;Неполное среднее;9;3;21;3,63;0,13
38;Среднее;17;16;118,3;9,88;4,28
49;Неполное среднее;23;1;177;8,77;6,52
27;Неполное среднее;0;2;21,4;2,2;0,11
48;Среднее;2;27;40,2;7,85;1,41
38;Неполное среднее;15;13;90,8;8,78;1,9
43;Неполное среднее;13;18;71,5;8,61;4,78
51;Среднее;32;12;233;8,25;8,92
24;Незаконченное высшее;1;3;13,3;15,35;0,83
30;Неполное среднее;1;0;20,4;4,75;0,61
39;Неполное среднее;15;2;35;11,56;1,25
31;Незаконченное высшее;1;12;27,7;14,27;2,26
38;Среднее;11;13;68,4;1,34;0,18
30;Неполное среднее;10;0;53,1;5,57;0,72
44;Среднее;12;21;112,6;6,21;3,85
34;Неполное среднее;11;11;46,4;17,65;1,67
35;Неполное среднее;2;12;25,3;15,43;0,52
41;Среднее специальное;11;22;71,1;6,08;0,63
43;Неполное среднее;20;0;57,2;6,27;1,21
35;Неполное среднее;6;4;31,5;4,39;0,02
32;Неполное среднее;16;13;52,5;4,92;1,43
27;Среднее;4;4;20,8;12,82;0,3
38;Неполное среднее;5;6;25,9;1,16;0,07
27;Незаконченное высшее;3;0;32;7,54;0,42
28;Среднее;2;5;16,6;6,36;0,1
42;Неполное среднее;4;15;20;4,88;0,5
32;Среднее;9;7;24,6;27,1;3,53
37;Неполное среднее;7;4;39,8;14,29;0,4
42;Неполное среднее;17;16;49,5;3,41;0,61
47;Неполное среднее;0;7;30;4,64;0,88
41;Неполное среднее;1;14;24,7;14,51;1,77
26;Неполное среднее;8;3;19,4;29,47;3,99
26;Неполное среднее;4;0;23;7,44;0,49
35;Неполное среднее;12;1;57,4;6,06;0,29
35;Высшее, ученая степень;2;9;86,4;19,78;8,75
35;Среднее;0;16;23,8;7,74;0,73
32;Среднее;8;3;26,7;0,84;0,12
26;Среднее специальное;2;0;17,6;1,05;0,09
46;Среднее специальное;2;1;47,2;4,44;1,13
26;Среднее специальное;1;1;13,1;6,91;0,11
34;Среднее;9;2;29,6;7,95;0,42
32;Неполное среднее;12;8;47,4;2,09;0,68
30;Среднее;7;11;29,8;3,34;0,46
27;Незаконченное высшее;0;8;27,1;7,09;0,15
42;Неполное среднее;22;21;119,9;26,19;8,7
26;Неполное среднее;2;0;24,8;7,5;0,78
33;Неполное среднее;15;1;54,6;9,4;1,77
38;Среднее;0;16;20,5;8,98;0,79
35;Неполное среднее;1;4;20,4;9,6;1,3
45;Высшее, ученая степень;10;7;45,8;16,9;3,03
40;Среднее;1;16;52,9;4,67;1,13
41;Среднее специальное;1;5;17,4;14,33;1,2
32;Неполное среднее;10;9;31,9;2,35;0,2
25;Среднее специальное;0;1;36,1;13,69;2,05
27;Среднее специальное;6;5;28,6;4,21;0,74
37;Среднее специальное;12;15;99,1;0,7;0,2
45;Неполное среднее;11;12;39,3;5,19;0,6
41;Неполное среднее;25;20;104,9;14,59;7,13
38;Среднее;14;16;37;7,68;2,06
29;Среднее;2;3;27,2;6,97;0,79
23;Неполное среднее;2;4;18,5;9,78;0,71
42;Неполное среднее;5;4;22,8;5,43;0,35
35;Неполное среднее;3;16;29,1;0,72;0,16
35;Среднее;16;15;76;6,82;1,46
47;Неполное среднее;9;9;19,3;5,24;0,79
39;Среднее;6;15;21,2;18,46;2,19
32;Высшее, ученая степень;6;1;38;12,42;1,98
38;Неполное среднее;7;19;28,3;14,77;1,78
23;Среднее;4;3;28;15,02;1,31
44;Неполное среднее;1;18;24;13,9;1,82
33;Неполное среднее;17;13;76,4;7,18;3,53
32;Среднее;9;8;50;21,82;2,33
26;Неполное среднее;0;7;13,3;16,95;1,32
35;Среднее;12;6;71,7;2,43;1,03
31;Среднее;7;2;34;11,47;1,32
54;Неполное среднее;36;8;209,7;0,89;0,4
39;Неполное среднее;13;17;34,4;6,61;1,09
28;Неполное среднее;10;8;38,4;1,28;0,16
30;Неполное среднее;12;4;33,9;3,24;0,2
48;Среднее;14;20;62,5;10,85;4,18
45;Неполное среднее;22;17;55,9;8,7;0,88
26;Неполное среднее;0;7;17,3;9,31;0,73
32;Незаконченное высшее;2;13;128,7;12,51;3,24
40;Незаконченное высшее;4;5;33,8;19,17;3,46
22;Среднее;4;0;16,3;3,4;0,17
34;Среднее;6;10;41,9;11,58;1,5
36;Среднее;16;7;58,7;10,29;1,35
28;Неполное среднее;5;5;20,7;19,55;1,33
41;Среднее;15;15;29,6;4,25;0,08
29;Среднее специальное;7;6;35,4;7,46;1,01
42;Неполное среднее;23;4;80,9;10,01;1,29
24;Неполное среднее;2;2;18,4;9,66;0,58
51;Неполное среднее;34;17;248,1;17,18;17,69
40;Незаконченное высшее;14;4;177,8;6,94;4,49
23;Неполное среднее;6;4;15,8;7,93;0,27
38;Среднее;12;9;46,7;20,16;0,45
44;Среднее;19;5;93,7;11,36;2,52
35;Неполное среднее;19;12;68,8;10,46;1,01
39;Неполное среднее;9;11;54,5;21,78;5,26
37;Среднее;5;9;31,7;2,61;0,43
44;Среднее;18;4;87,5;6,77;2,54
32;Среднее специальное;4;4;27,4;1,57;0,04
40;Неполное среднее;2;5;29,4;4,58;0,4
24;Среднее специальное;1;3;24,4;10,78;0,79
37;Неполное среднее;16;9;39,4;2,29;0,46
49;Среднее специальное;11;24;91;23,03;6,92
46;Среднее;6;15;26,4;3,34;0,17
31;Незаконченное высшее;1;2;98,4;8,6;3,06
33;Среднее;2;8;33,2;14,74;2,05
32;Неполное среднее;0;10;21,3;2,81;0,11
40;Неполное среднее;9;4;33,5;3,34;0,32
46;Среднее специальное;5;1;58,2;5,19;0,53
20;Неполное среднее;2;1;15,2;4,66;0,4
26;Среднее;8;3;45,5;14,3;1,71
40;Среднее специальное;16;0;160,3;19,53;14,71
46;Среднее;27;13;143,3;2,44;0,88
50;Неполное среднее;16;25;31,1;11,56;0,26
35;Неполное среднее;1;2;25,4;4,71;0,88
27;Неполное среднее;3;7;14;6,48;0,21
44;Среднее;20;14;146,7;9,49;2,35
32;Неполное среднее;10;11;40,2;5,73;1,05
26;Неполное среднее;3;4;32,8;11,17;0,93
31;Среднее;1;6;31,1;8;0,88
33;Неполное среднее;2;9;15,7;12,24;0,78
25;Среднее;0;3;17,1;8,11;0,27
21;Неполное среднее;0;1;12,1;27,02;0,79
41;Неполное среднее;13;9;30,7;9,38;0,82
32;Неполное среднее;1;7;27,7;3,8;0,57
30;Неполное среднее;6;3;52,7;2,61;1,08
41;Неполное среднее;15;4;55,6;2,57;0,39
38;Неполное среднее;8;3;33,8;11,79;1,39
33;Неполное среднее;1;14;20,9;7,75;0,1
39;Неполное среднее;21;0;45,6;14,48;1,51
25;Среднее;6;6;22,7;5;0,23
32;Неполное среднее;10;3;30,9;15,6;1,39
48;Среднее;23;20;74,5;6,35;0,48
42;Незаконченное высшее;8;9;32,4;1,99;0,37
41;Среднее;14;15;49,1;39,47;2,91
37;Среднее;1;9;25,4;19,58;1,63
37;Неполное среднее;17;5;72,5;13,55;0,75
33;Неполное среднее;8;3;23,9;18,79;2,75
23;Неполное среднее;1;0;27,1;10,09;0,79
42;Неполное среднее;9;10;24;11,04;0,91
31;Среднее;7;4;40,5;15,2;1,86
35;Неполное среднее;6;16;28,5;24;2,33
40;Неполное среднее;6;14;26,5;7,01;0,51
34;Неполное среднее;3;8;35,3;3,31;0,52
45;Неполное среднее;11;19;43,8;3,49;0,63
29;Среднее специальное;5;10;37;3,62;0,75
43;Неполное среднее;5;14;24,6;4,68;0,18
25;Неполное среднее;3;5;14,7;13,17;0,55
26;Среднее;3;7;23,9;6,09;0,23
53;Неполное среднее;37;17;217,7;3,34;1,19
32;Неполное среднее;13;12;28,1;5,76;0,33
44;Среднее специальное;13;0;27,8;14,46;0,27
40;Неполное среднее;21;6;103,3;9,53;4,03
35;Неполное среднее;16;6;78;15,3;2,18
41;Неполное среднее;13;13;41,6;4,19;0,54
29;Среднее специальное;1;10;24,1;9,17;0,61
33;Неполное среднее;1;1;17,1;5,9;0,22
34;Среднее;2;14;38;8,31;0,95
45;Среднее;11;0;60,9;6,22;0,86
24;Неполное среднее;3;2;25,7;23;2,55
24;Неполное среднее;5;4;35,6;1,92;0,24
39;Среднее специальное;2;10;21,6;8,16;0,51
52;Неполное среднее;3;31;47,8;5,9;0,38
33;Неполное среднее;1;6;28,7;2,15;0,2
40;Неполное среднее;10;2;40,7;18,44;2,02
36;Неполное среднее;9;14;18,5;16,43;1,18
30;Среднее;7;7;59,6;8,99;2,11
35;Среднее;12;8;66;3,56;0,8
31;Среднее специальное;2;10;52,3;9,7;0,97
29;Среднее;4;7;13,7;5,73;0,19
48;Среднее;16;2;55,9;15,83;1,05
36;Неполное среднее;2;1;59,1;2,41;0,08
30;Неполное среднее;8;0;30,8;14,05;0,45
51;Среднее;7;4;46,1;26,91;7,21
30;Среднее;7;0;55,4;3,98;0,4
38;Неполное среднее;0;15;22,1;2,87;0,24
28;Неполное среднее;2;6;18,8;8,71;0,52
31;Среднее специальное;0;3;25,4;25,81;3,21
38;Неполное среднее;5;8;22;13,86;0,29
33;Среднее;3;10;24,1;1,95;0,09
31;Среднее специальное;7;2;61,7;1,75;0,44
31;Незаконченное высшее;0;9;45,2;21,94;5,75
33;Неполное среднее;15;2;67,3;1,84;0,89
49;Среднее;5;8;34,9;6,23;0,76
30;Неполное среднее;10;9;55,3;8,96;1,45
44;Среднее специальное;19;17;172,8;0,54;0,54
43;Неполное среднее;7;1;34,5;10,97;1,86
35;Неполное среднее;16;1;50;18,31;1,47
47;Среднее;20;28;163,2;9,46;4,2
23;Неполное среднее;7;3;27,3;4,86;0,52
24;Неполное среднее;4;2;22,2;22,08;2,22
42;Неполное среднее;12;3;27,9;2,33;0,27
30;Среднее;7;0;51,3;3,23;0,07
45;Среднее;14;2;93,5;15,16;7,84
34;Среднее;10;11;20,1;33;2,65
23;Неполное среднее;0;2;16,9;12,32;0,41
52;Неполное среднее;2;11;25,7;9,04;1,08
34;Среднее;0;5;28,3;8,36;0,53
30;Незаконченное высшее;6;5;46,9;12,71;2,63
33;Среднее;5;8;33,1;21,12;2,63
20;Среднее;1;1;23,4;8;0,36
30;Неполное среднее;12;9;45,3;19,03;5,67
32;Среднее специальное;8;2;23,9;1,28;0,04
50;Среднее специальное;20;6;82,9;8,87;3,47
35;Неполное среднее;7;7;21,8;6,02;0,19
29;Неполное среднее;4;0;21;9,6;1,23
47;Неполное среднее;0;19;16,4;21,64;1,33
21;Неполное среднее;3;2;16,4;14,87;0,36
39;Неполное среднее;0;13;24,3;21,38;2,75
37;Неполное среднее;17;14;45,8;8,24;0,34
28;Среднее специальное;4;9;37,8;2,81;0,21
43;Неполное среднее;4;1;18,9;13,86;0,39
41;Высшее, ученая степень;9;19;53,1;3,05;0,72
41;Неполное среднее;25;20;88;4,1;1,05
24;Неполное среднее;3;2;19,8;8,06;0,19
29;Неполное среднее;6;1;28,3;7,49;1,23
26;Неполное среднее;5;2;24,1;14,1;2,53
31;Неполное среднее;6;7;28,4;3,43;0,12
31;Неполное среднее;10;7;28;4,9;0,58
25;Неполное среднее;8;5;20,2;9,1;0,41
39;Неполное среднее;5;15;24,4;9,38;0,49
38;Неполное среднее;17;10;85,5;4,52;1,03
34;Неполное среднее;3;5;24,2;14,53;0,52
44;Среднее;23;22;181,9;2,72;1,09
33;Неполное среднее;16;2;26,8;21,37;1,96
43;Неполное среднее;24;14;172,7;12,26;14,59
44;Неполное среднее;12;20;27,2;8,75;1,47
25;Незаконченное высшее;0;0;75;7,64;1,52
36;Среднее;1;6;44;2,41;0,48
48;Неполное среднее;25;25;130,9;2,7;1,61
29;Среднее;3;10;18,4;6,74;0,16
48;Неполное среднее;14;26;48,3;11,5;2,18
34;Среднее;12;14;28,9;4,34;0,49
35;Неполное среднее;15;5;43,1;10,45;1,6
35;Среднее специальное;3;8;35,3;20,25;3,85
37;Неполное среднее;6;0;32,4;5,66;0,83
47;Среднее;22;24;71,5;12,53;4,13
26;Неполное среднее;9;0;27,5;11,76;2,08
33;Среднее;2;10;36,5;9,76;0,68
37;Неполное среднее;16;5;44,5;4,63;0,71
41;Неполное среднее;25;12;92,2;20,22;5,41
33;Неполное среднее;16;14;27,8;3,81;0,55
46;Неполное среднее;19;12;67,6;22,16;6,8
40;Неполное среднее;3;18;20,9;3,72;0,16
43;Неполное среднее;9;13;35,2;9,05;0,68
35;Среднее специальное;6;5;30,3;5,4;0,34
32;Неполное среднее;4;5;25;21,95;3,25
34;Среднее;14;3;29,1;28,05;1,04
34;Среднее;0;3;27,3;13,64;1,12
28;Среднее;9;5;30,3;8,42;0,52
32;Среднее;12;3;39,6;7,2;0,23
38;Неполное среднее;2;2;24,1;10,81;1,34
43;Среднее специальное;6;3;53,4;6,06;0,16
40;Среднее;5;0;55,5;10,5;3,02
24;Неполное среднее;1;5;17,9;27,83;0,78
32;Неполное среднее;6;1;34,1;13,04;1
28;Незаконченное высшее;3;7;22,3;3,06;0,18
42;Среднее;15;4;39,6;16,12;1,76
43;Среднее;9;23;79,6;4,86;2,17
37;Неполное среднее;14;1;28,1;8,21;0,69
34;Неполное среднее;2;0;30,9;17,88;2,09
25;Неполное среднее;6;4;14,6;1,85;0,13
34;Среднее специальное;4;14;47,3;3,78;0,74
49;Среднее;16;14;143,3;25,61;11,74
30;Неполное среднее;6;8;39,9;4,51;0,24
31;Неполное среднее;0;8;25,1;3,88;0,27
36;Среднее;17;17;35,8;7,85;1,23
46;Неполное среднее;30;10;152,9;3,65;3,57
55;Неполное среднее;2;22;32,4;5,61;0,72
38;Среднее;16;8;60,1;4,1;0,46
32;Среднее;7;8;30,8;9,37;0,2
44;Среднее специальное;6;11;38,2;0,5;0,04
39;Неполное среднее;0;14;20,6;6,88;0,47
34;Неполное среднее;18;3;32,6;1,03;0,07
45;Среднее;3;23;25,5;11,39;0,54
29;Незаконченное высшее;1;8;20,3;12,09;0,93
34;Неполное среднее;0;3;18,8;7,83;0,8
32;Незаконченное высшее;3;6;23,6;15,15;1,36
25;Неполное среднее;6;5;26,8;1,68;0,05
34;Среднее;8;12;36,6;13,31;1,02
27;Неполное среднее;10;4;34,1;6,13;0,79
44;Неполное среднее;16;13;54,5;3,39;0,33
30;Неполное среднее;4;6;35,6;14,79;1,4
33;Неполное среднее;6;5;21,8;10,18;0,46
45;Среднее;3;16;54,7;1,32;0,47
55;Среднее специальное;15;30;170,1;7,46;5,04
31;Среднее;6;7;103,3;6,04;2,09
42;Неполное среднее;26;3;68,4;0,67;0,12
37;Неполное среднее;4;1;26,3;3,68;0,45
29;Неполное среднее;2;0;17,7;12,23;0,29
33;Неполное среднее;1;14;25,1;2,96;0,38
30;Неполное среднее;9;3;30,9;12;0,79
32;Среднее;0;10;14,7;19,32;2,28
37;Среднее;11;6;53,6;0,93;0,21
28;Среднее;4;6;20,4;10,26;0,66
36;Неполное среднее;14;15;53;0,58;0,12
50;Неполное среднее;0;20;25,7;2,89;0,28
30;Неполное среднее;10;2;22,7;3,82;0,11
26;Среднее;0;7;23,9;18,2;2
25;Незаконченное высшее;0;5;50,1;1,97;0,41
25;Среднее;0;1;26,2;12,11;1,71
31;Среднее;6;6;47,8;10,79;1,6
52;Неполное среднее;17;28;49,2;5,95;1,05
37;Среднее;12;9;47,5;6,48;0,66
44;Неполное среднее;4;25;25,5;17,98;2,37
30;Неполное среднее;2;9;19,3;8,6;1,14
44;Неполное среднее;14;11;52,3;12,09;2,34
33;Среднее;1;9;29,7;38,17;2,66
26;Неполное среднее;1;2;19,8;5,41;0,4
29;Неполное среднее;5;2;16,4;8,02;0,46
43;Неполное среднее;16;4;74;5,6;1,19
35;Среднее;13;13;43,2;1,63;0,36
47;Среднее;24;11;238,1;9,51;4,62
31;Неполное среднее;3;8;16,2;11,65;0,33
42;Неполное среднее;2;8;28,5;3,74;0,07
31;Неполное среднее;4;0;18,4;12,9;0,21
43;Неполное среднее;5;6;45,3;25,95;5,17
30;Высшее, ученая степень;1;0;57,5;20,16;3,81
30;Среднее;3;7;56,1;5,16;0,45
31;Среднее специальное;6;5;67,8;14;4,76
33;Среднее;14;3;49,4;11,1;3,22
31;Неполное среднее;3;8;18,7;7,28;0,52
28;Среднее;4;3;25;8,22;0,23
49;Среднее;0;27;20;12,65;1,01
42;Среднее;1;4;28,3;15,31;1,79
37;Неполное среднее;17;9;53,7;24,05;8,19
42;Среднее;18;7;52,4;2,34;0,07
24;Среднее;6;1;18,2;18,08;1,67
29;Неполное среднее;5;5;21,8;4,51;0,23
47;Неполное среднее;2;13;25,3;1,93;0,09
33;Неполное среднее;17;4;50;13,92;0,79
31;Неполное среднее;14;9;35,8;2,36;0,17
25;Неполное среднее;8;3;24,6;0,98;0,13
33;Неполное среднее;11;3;42,7;23,23;4,5
46;Неполное среднее;24;2;129,6;2,03;0,33
33;Неполное среднее;13;7;29,3;2,73;0,42
25;Среднее;3;1;23,6;3,81;0,2
23;Среднее;2;3;24,9;5,26;0,35
38;Неполное среднее;20;13;67,4;3,72;0,6
49;Среднее;16;14;96,4;28,08;16,89
47;Неполное среднее;3;27;20;4,97;0,18
